C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.11CEST18:35:47

Vmag <   6 & cat = '*' &
(pm <   0 | pm   > 0) &
(plx   > 0 | plx <   0) &
(radvel   > 0 | radvel <   0)
-----------------------------------------------------------------------------------------------------------

Number of objects : 2885

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
1705;* 63 Vir                           ;PM*;200.7546444516300 -17.7352745572300;-50.001 -29.311     ;11.0383   ;-25.85     ;5.354    
1706;* gam Hya                          ;SB*;199.7304049400 -23.1715142781      ;   68.99 -41.85     ;24.37     ;-4.861     ;3.00     
1707;* iot Cen                          ;PM*;200.1492200650396 -36.7123045812250;-339.615 -82.181    ;56.0571   ;0.10       ;2.73     
1708;* 25 CVn                           ;** ;204.36511590 +36.29489825          ;   -95.54 23.75     ;16.42     ;-10.40     ;4.82     
1709;* 2 Boo                            ;*  ;205.2597768487700 +22.4957705419000;-17.203 -25.289     ;9.46      ;4.00       ;5.58     
1710;* 1 Boo                            ;** ;205.1686217610500 +19.9557183117300; -46.723 23.172     ;10.3308   ;-24.90     ;5.76     
1711;* o Vir                            ;a2*;203.5330493987 +03.6589649503      ;   45.51 -24.70     ;17.65     ;-7.986     ;4.94     
1712;NAME Heze                          ;PM*;203.6732973280300 -00.5958164161200;-276.903 44.621     ;43.7467   ;-13.2      ;3.38     
1713;* l Vir                            ;PM*;202.9911877304 -06.2558171928      ; -103.94 -43.87     ;8.16      ;18.71      ;4.69     
1714;* 80 Vir                           ;PM*;203.8804011799400 -05.3961913715800;  15.914 82.243     ;9.7241    ;-8.2       ;5.706    
1715;* h Vir                            ;PM*;203.2419649669108 -10.1649986301178;-31.019 -38.850     ;11.6520   ;0.21       ;5.21     
1716;* y Vir                            ;** ;203.6685424837 -13.2143254342      ;   -47.39 -7.87     ;6.75      ;-14.40     ;5.932    
1717;* 75 Vir                           ;PM*;203.2151763242 -15.3630134817      ;   -76.31 -0.49     ;6.34      ;-39.5      ;5.529    
1718;* 73 Vir                           ;dS*;203.0116937281200 -18.7288778432200;-97.081 -17.176     ;12.0389   ;-17.50     ;5.998    
1719;* d Cen                            ;** ;202.7610691462 -39.4073052756      ;  -15.67 -10.49     ;3.60      ;-2.40      ;3.88     
1720;* 3 Boo                            ;SB*;206.6805140254400 +25.7022374798900;-18.366 -59.098     ;10.5423   ;7.5        ;5.965    
1721;* e Boo                            ;SB*;207.4284365377400 +21.2641013137000;  31.230 17.196     ;4.7492    ;-2.6       ;4.91     
1722;* ups Boo                          ;PM*;207.3693366075 +15.7979056342      ;   -94.22 41.07     ;12.38     ;-5.85      ;4.07     
1723;* tau Boo                          ;Ro*;206.8155757166775 +17.4568915432222;-468.923 63.469     ;64.0470   ;-16.03     ;4.49     
1724;* m Vir                            ;PM*;205.4032086853400 -08.7029802854700; -91.258 38.786     ;5.4376    ;-36.6      ;5.01     
1725;* 83 Vir                           ;*  ;206.1242784557600 -16.1790728361300;  12.522 -6.052     ;3.777     ;2.13       ;5.567    
1726;* 87 Vir                           ;PM*;206.8557970477600 -17.8598384914100; 60.825 -31.825     ;5.1463    ;59.84      ;5.43     
1727;* 89 Vir                           ;PM*;207.4678453962600 -18.1341692527100;-100.681 -38.243    ;14.1268   ;-39.45     ;4.959    
1728;* i Cen                            ;SB*;206.4218497442092 -33.0437169721730;-462.182 -146.513   ;51.9074   ;-21.50     ;4.23     
1729;* g Cen                            ;LP*;207.3613406287 -34.4507758078      ;  -41.68 -59.77     ;17.82     ;40.70      ;4.19     
1730;* z Cen                            ;*  ;206.7347989755900 -36.2519333476000;-13.533 -10.886     ;8.5328    ;-9.8       ;5.147    
1731;* 9 Boo                            ;PM*;209.1424209469800 +27.4920814414000; 28.154 -48.279     ;5.2113    ;-41.07     ;5.000    
1732;* 10 Boo                           ;*  ;209.6621789254099 +21.6961998738700; -5.411 -41.794     ;5.926     ;6.1        ;5.748    
1733;NAME Muphrid                       ;SB*;208.67116217 +18.39772072          ; -60.95 -356.29     ;87.75     ;-5.254240  ;2.680    
1734;* 7 Boo                            ;*  ;208.3038753561100 +17.9328686863700;  -34.605 5.163     ;5.3058    ;-11.00     ;5.709    
1735;* 92 Vir                           ;*  ;209.1161531043300 +01.0505805280100; -28.395 13.226     ;11.3738   ;-23.00     ;5.898    
1736;* tau Vir                          ;*  ;210.4116392262 +01.5445318167      ;   17.49 -21.27     ;14.50     ;-6.70      ;4.237    
1737;* p Vir                            ;PM*;208.6756047237500 -01.5031227211000;-86.260 -21.309     ;13.0011   ;-7.17      ;5.159    
1738;* 47 Hya                           ;PM*;209.6297767467 -24.9722494194      ;  -49.36 -29.53     ;9.80      ;5.00       ;5.15     
1739;* 48 Hya                           ;PM*;210.0005029577800 -25.0104045692100;-194.664 -93.017    ;16.7712   ;-9.21      ;5.77     
1740;* h Cen                            ;SB*;208.3022428738500 -31.9276195534000;-10.428 -10.710     ;4.8225    ;5.2        ;4.73     
1741;* d Boo                            ;SB*;212.5997228886100 +25.0916769502700;-23.157 -59.831     ;27.484    ;9.58       ;4.83     
1742;* 15 Boo                           ;PM*;213.7118697806500 +10.1006102046000;-19.627 -164.919    ;12.0509   ;17.13      ;5.32     
1743;* 95 Vir                           ;PM*;211.6784303854200 -09.3135152371200; -140.625 4.024     ;17.5627   ;-18.64     ;5.453    
1744;NAME Kang                          ;PM*;213.2239391000 -10.2737038881      ;    7.25 139.88     ;12.80     ;-4.38      ;4.21     
1745;* pi. Hya                          ;PM*;211.5929061937 -26.6823617717      ;  43.70 -141.18     ;32.30     ;27.20      ;3.28     
1746;* 50 Hya                           ;*  ;213.1917622880594 -27.2611855887304;-12.951 -35.033     ;14.6511   ;27.78      ;5.08     
1747;NAME Menkent                       ;PM*;211.67061468 -36.36995474          ;-520.53 -518.06     ;55.45     ;1.30       ;2.05     
1748;* A Boo                            ;SB*;214.4992388500700 +35.5095123037500;   5.716 12.866     ;13.4788   ;-21.60     ;4.796    
1749;NAME Arcturus                      ;RG*;213.91530029 +19.18240916          ;-1093.39 -2000.06   ;88.83     ;-5.229     ;-0.05    
1750;V* CY Boo                          ;LP*;214.3685479370800 +15.2633804957300;   14.455 7.696     ;3.1682    ;-11.30     ;5.80     
1751;* 18 Boo                           ;PM*;214.8178321640100 +13.0043010836300;105.226 -31.260     ;38.3064   ;-0.40      ;5.396    
1752;* ups Vir                          ;PM*;214.8853322271799 -02.2655163057800;-118.809 -71.508    ;12.1137   ;-26.68     ;5.14     
1753;NAME Syrma                         ;PM*;214.0036229371 -06.0005453744      ; -26.31 -419.38     ;44.97     ;12.079     ;4.08     
1754;NAME Khambalia                     ;SB*;214.7774681246 -13.3710960847      ;   -15.91 28.92     ;17.49     ;-6.40      ;4.520    
1755;* k Hya                            ;PM*;215.7740578132500 -27.7540172521600;-202.484 -117.094   ;19.0593   ;20.50      ;4.75     
1756;* psi Cen                          ;PM*;215.1393011958 -37.8852930944      ;  -63.69 -10.65     ;12.60     ;1.80       ;4.034    
1757;* rho Boo                          ;PM*;217.9574555385208 +30.3714365700764;-100.531 119.870    ;19.8550   ;-13.57     ;3.59     
1758;* sig Boo                          ;PM*;218.6700724446800 +29.7451271316500;188.574 131.580     ;63.4679   ;0.116      ;4.47     
1759;* 26 Boo                           ;PM*;218.1355922797100 +22.2600565952200;-126.904 39.706     ;17.4453   ;-16.87     ;5.897    
1760;* f Boo                            ;PM*;216.6140211960000 +19.2268996790800; -69.968 26.597     ;10.4374   ;-27.40     ;5.394    
1761;NAME Elgafar                       ;PM*;217.0505787590600 -02.2279580599600;-138.727 -3.338     ;26.8792   ;-9.88      ;4.840    
1762;* 106 Vir                          ;PM*;217.1738429620600 -06.9005269878000;-23.317 -55.329     ;6.8336    ;-49.3      ;5.418    
1763;* l Hya                            ;** ;217.0434467762533 -29.4916379929928;-23.446 -24.638     ;7.5222    ;5.40       ;4.97     
1764;* eps Boo B                        ;*  ;221.2464573637137 +27.0749855886886; -43.525 22.499     ;14.8826   ;-23        ;4.801    
1765;NAME Izar                          ;** ;221.24673940 +27.07422497          ;   -50.95 21.07     ;16.10     ;-16.31     ;2.39     
1766;* eps Boo A                        ;*  ;221.246763108 +27.074207219        ;     -42.2 13.6     ;16.2      ;-16.6      ;2.45     
1767;* 34 Boo                           ;LP*;220.8556793567 +26.5278517586      ;  -13.57 -16.08     ;4.63      ;5.60       ;4.79     
1768;* pi.01 Boo                        ;*  ;220.1814954656200 +16.4183266558600;  13.922 15.566     ;10.3357   ;-1.10      ;4.893    
1769;* pi.02 Boo                        ;*  ;220.1830238270200 +16.4177976352700;    2.992 7.501     ;10.5019   ;-6.5       ;5.761    
1770;* omi Boo                          ;PM*;221.3102511012 +16.9642799458      ;  -60.69 -50.56     ;13.42     ;-9.18      ;4.60     
1771;* zet Boo                          ;** ;220.28729823 +13.72830463          ;   51.95 -11.08     ;18.56     ;-8.50      ;3.78     
1772;* 31 Boo                           ;V* ;220.4114633076100 +08.1617645718200;  -10.265 3.187     ;6.6024    ;-22.24     ;4.862    
1773;* 108 Vir                          ;*  ;221.3758519321600 +00.7172722785600; -38.907 -8.231     ;5.8113    ;-22.00     ;5.665    
1774;* 109 Vir                          ;PM*;221.5621889996 +01.8928845822      ; -114.03 -22.13     ;24.25     ;-6.1       ;3.73     
1775;* mu. Vir                          ;PM*;220.7650950908 -05.6582035311      ; 103.28 -318.63     ;54.73     ;5.10       ;3.88     
1776;* 4 Lib                            ;*  ;220.8064637325800 -24.9977532313800; -22.500 -8.898     ;6.904     ;-4.2       ;5.73     
1777;* 55 Hya                           ;*  ;221.8439820532000 -25.6242665629300; -7.379 -13.343     ;5.9821    ;-18.00     ;5.609    
1778;* 56 Hya                           ;*  ;221.9366934131300 -26.0875005344500;  38.373 -9.133     ;10.1729   ;-0.86      ;5.229    
1779;* c01 Cen                          ;PM*;220.9143317458 -35.1736551806      ; -61.46 -176.84     ;15.57     ;-38.10     ;4.05     
1780;* c02 Cen                          ;*  ;221.2466734966199 -35.1918286960100;   9.311 -3.426     ;14.2784   ;-5.0       ;4.924    
1781;* ksi Boo A                        ;PM*;222.8474519414600 +19.1004499448400;127.468 -40.569     ;148.0695  ;1.49       ;4.675    
1782;* ksi Boo                          ;BY*;222.84741637 +19.10047205          ;  154.98 -66.43     ;148.98    ;1.59       ;4.593    
1783;* 1 Ser                            ;PM*;224.3885472855200 -00.1676119348000; 59.929 -26.500     ;10.128    ;20.12      ;5.512    
1784;* 11 Lib                           ;PM*;222.7544667521816 -02.2991502943900;89.935 -124.303     ;15.1361   ;83.571     ;4.94     
1785;* 16 Lib                           ;PM*;224.2958286897800 -04.3464586838200;-98.683 -153.908    ;36.3454   ;26.30      ;4.49     
1786;* ksi02 Lib                        ;*  ;224.1921460051600 -11.4097000302300;    8.851 9.815     ;4.4918    ;14.6       ;5.450    
1787;* 18 Lib                           ;PM*;224.7232556794200 -11.1440173316200;-105.410 -62.973    ;9.309     ;-15.03     ;5.857    
1788;* ksi01 Lib                        ;PM*;223.5953088133800 -11.8983503770900; -53.095 -8.339     ;9.867     ;-23.8      ;5.788    
1789;* mu. Lib                          ;** ;222.32938041 -14.14902127          ;  -65.95 -14.54     ;13.71     ;-3.20      ;5.31     
1790;* alf01 Lib                        ;SB*;222.6715495023700 -15.9972104278200;-73.505 -67.871     ;41.7742   ;-23.47     ;5.16     
1791;NAME Zubenelgenubi                 ;SB*;222.71963789 -16.04177652          ; -105.68 -68.40     ;43.03     ;-10.0      ;2.75     
1792;* 12 Lib                           ;*  ;223.5838691013800 -24.6422042688100;-10.786 -28.376     ;8.1903    ;8.8        ;5.266    
1793;* E Hya                            ;PM*;222.5721178828400 -27.9603612310500;-238.580 -62.451    ;10.8024   ;-8.70      ;4.41     
1794;* phi01 Lup                        ;PM*;230.4515402746 -36.2613756858      ;  -92.33 -85.67     ;11.86     ;-29.40     ;3.546    
1795;* phi02 Lup                        ;*  ;230.7889585442 -36.8584866800      ;  -18.24 -20.72     ;6.28      ;0.80       ;4.54     
1796;* h Lup                            ;PM*;235.6596520914999 -37.4249392124600;-48.880 -17.284     ;12.1907   ;-14.41     ;5.240    
1797;* eta Lup                          ;*  ;240.0305327325 -38.3967086792      ;  -16.96 -27.83     ;7.38      ;1.00       ;3.41     
1798;* zet02 Sco                        ;PM*;253.6458542998620 -42.3613158363006;-126.721 -228.837   ;24.2353   ;-18.70     ;3.62     
1799;* zet01 Sco                        ;s*b;253.4988630478699 -42.3620298151300;  -0.094 -3.368     ;0.5855    ;-26.00     ;4.79     
1800;* eta Sco                          ;PM*;258.0383152213 -43.2391918128      ;  24.47 -288.55     ;44.39     ;-27.0      ;3.33     
1801;NAME Sargas                        ;*  ;264.32970772 -42.99782799          ;     5.54 -3.12     ;10.86     ;1.4        ;1.85     
1802;* tet CrA                          ;*  ;278.3757740568200 -42.3125082397600; 32.046 -20.932     ;6.1673    ;-2.1       ;4.614    
1803;* eta01 CrA                        ;*  ;282.2103739493700 -43.6800433233000; 24.063 -16.779     ;8.8955    ;-4.00      ;5.456    
1804;* eta02 CrA                        ;*  ;282.3958186932000 -43.4340978241000; -2.963 -25.374     ;4.25      ;-23.00     ;5.587    
1805;* zet CrA                          ;PM*;285.7786540846 -42.0951071711      ;   56.41 -46.43     ;16.89     ;-13.00     ;4.725    
1806;NAME Rukbat                        ;PM*;290.9715617846 -40.6159362378      ;  30.49 -119.21     ;17.94     ;-0.70      ;3.943    
1807;* alf Mic                          ;*  ;312.4920043548399 -33.7797039940000; 15.057 -23.524     ;8.2508    ;-14.50     ;4.890    
1808;* psi01 Lup                        ;*  ;234.9415804483300 -34.4119207989900;  6.105 -11.251     ;14.7317   ;-21.90     ;4.661    
1809;* psi02 Lup                        ;SB*;235.6709252371 -34.7104060333      ;  -21.37 -29.98     ;8.97      ;3.9        ;4.721    
1810;* tet Lup                          ;*  ;241.6480999284000 -36.8022705296200;-18.145 -32.242     ;7.3685    ;15.2       ;4.201    
1811;* iot01 Sco                        ;s*y;266.8961713746 -40.1269970414      ;     0.01 -6.24     ;1.69      ;-27.6      ;2.992    
1812;* iot02 Sco                        ;*  ;267.5462991422900 -40.0904318207600;   2.686 -2.117     ;0.8148    ;-10.20     ;4.803    
1813;* mu. CrA                          ;*  ;281.9359072274700 -40.4061659494200; 23.690 -18.373     ;8.4545    ;-15.94     ;5.217    
1814;* bet CrA                          ;*  ;287.5073158467 -39.3407956553      ;    4.37 -36.65     ;6.88      ;2.70       ;4.095    
1815;* del CrA                          ;PM*;287.0873737151800 -40.4966979801300; 47.391 -27.246     ;17.6582   ;21.24      ;4.571    
1816;* 60 Hya                           ;PM*;225.5268046805600 -28.0606130763700; 84.357 -33.336     ;8.627     ;8.00       ;5.824    
1817;* f Lup                            ;V* ;229.4576586967 -30.1486712528      ;   -10.16 -3.66     ;10.01     ;-2.91      ;4.33     
1818;* i Lup                            ;*  ;228.6554993406000 -31.5191238446700;   -8.935 1.036     ;1.5243    ;-22.80     ;4.918    
1819;* chi Lup                          ;SB*;237.7397428671 -33.6271653669      ;   -5.10 -24.85     ;16.71     ;-16.30     ;3.946    
1820;* ksi02 Lup                        ;*  ;239.2254700367400 -33.9642605640500; 10.663 -41.073     ;15.5015   ;-12.20     ;5.55     
1821;* ksi01 Lup                        ;*  ;239.2228735004700 -33.9661147544600; 11.963 -37.940     ;15.023    ;-10.00     ;5.08     
1822;* N Sco                            ;V* ;247.8455541762 -34.7043651722      ;  -12.05 -18.16     ;5.88      ;0.80       ;4.23     
1823;* H Sco                            ;V* ;249.0936330012 -35.2553278567      ;    15.61 11.33     ;9.52      ;-2.10      ;4.156    
1824;NAME Pipirima                      ;V* ;253.0839388325 -38.0175349553      ;  -11.09 -23.32     ;6.88      ;1.30       ;3.542    
