C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.07CEST11:14:12

Vmag <  6 & cat = '*' & pm  > 0 & plx  > 0 & radvel  > 0
--------------------------------------------------------

Number of objects : 1518

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;        pm         ;   plx    ;  radvel  ;  Mag V  
995 ;* 3 Boo                            ;SB*;206.6805140254400 +25.7022374798900;-18.366 -59.098    ;10.5423   ;7.5       ;5.965    
996 ;* 83 Vir                           ;*  ;206.1242784557600 -16.1790728361300;  12.522 -6.052    ;3.777     ;2.13      ;5.567    
997 ;* 87 Vir                           ;PM*;206.8557970477600 -17.8598384914100; 60.825 -31.825    ;5.1463    ;59.84     ;5.43     
998 ;* g Cen                            ;LP*;207.3613406287 -34.4507758078      ;  -41.68 -59.77    ;17.82     ;40.70     ;4.19     
999 ;* 10 Boo                           ;*  ;209.6621789254099 +21.6961998738700; -5.411 -41.794    ;5.926     ;6.1       ;5.748    
1000;* 47 Hya                           ;PM*;209.6297767467 -24.9722494194      ;  -49.36 -29.53    ;9.80      ;5.00      ;5.15     
1001;* h Cen                            ;SB*;208.3022428738500 -31.9276195534000;-10.428 -10.710    ;4.8225    ;5.2       ;4.73     
1002;* d Boo                            ;SB*;212.5997228886100 +25.0916769502700;-23.157 -59.831    ;27.484    ;9.58      ;4.83     
1003;* 15 Boo                           ;PM*;213.7118697806500 +10.1006102046000;-19.627 -164.919   ;12.0509   ;17.13     ;5.32     
1004;* pi. Hya                          ;PM*;211.5929061937 -26.6823617717      ;  43.70 -141.18    ;32.30     ;27.20     ;3.28     
1005;* 50 Hya                           ;*  ;213.1917622880594 -27.2611855887304;-12.951 -35.033    ;14.6511   ;27.78     ;5.08     
1006;* tet Cen                          ;PM*;211.67061468 -36.36995474          ;-520.53 -518.06    ;55.45     ;1.30      ;2.05     
1007;* iot Vir                          ;PM*;214.0036229371 -06.0005453744      ; -26.31 -419.38    ;44.97     ;12.079    ;4.08     
1008;* k Hya                            ;PM*;215.7740578132500 -27.7540172521600;-202.484 -117.094  ;19.0593   ;20.50     ;4.75     
1009;* psi Cen                          ;PM*;215.1393011958 -37.8852930944      ;  -63.69 -10.65    ;12.60     ;1.80      ;4.034    
1010;* sig Boo                          ;PM*;218.6700724446800 +29.7451271316500;188.574 131.580    ;63.4679   ;0.116     ;4.47     
1011;* l Hya                            ;** ;217.0434467762533 -29.4916379929928;-23.446 -24.638    ;7.5222    ;5.40      ;4.97     
1012;* 34 Boo                           ;LP*;220.8556793567 +26.5278517586      ;  -13.57 -16.08    ;4.63      ;5.60      ;4.79     
1013;* mu. Vir                          ;PM*;220.7650950908 -05.6582035311      ; 103.28 -318.63    ;54.73     ;5.10      ;3.88     
1014;* ksi Boo A                        ;PM*;222.8474519414600 +19.1004499448400;127.468 -40.569    ;148.0695  ;1.49      ;4.675    
1015;* ksi Boo                          ;BY*;222.84741637 +19.10047205          ;  154.98 -66.43    ;148.98    ;1.59      ;4.593    
1016;* 1 Ser                            ;PM*;224.3885472855200 -00.1676119348000; 59.929 -26.500    ;10.128    ;20.12     ;5.512    
1017;* 11 Lib                           ;PM*;222.7544667521816 -02.2991502943900;89.935 -124.303    ;15.1361   ;83.571    ;4.94     
1018;* 16 Lib                           ;PM*;224.2958286897800 -04.3464586838200;-98.683 -153.908   ;36.3454   ;26.30     ;4.49     
1019;* ksi02 Lib                        ;*  ;224.1921460051600 -11.4097000302300;    8.851 9.815    ;4.4918    ;14.6      ;5.450    
1020;* 12 Lib                           ;*  ;223.5838691013800 -24.6422042688100;-10.786 -28.376    ;8.1903    ;8.8       ;5.266    
1021;* phi02 Lup                        ;*  ;230.7889585442 -36.8584866800      ;  -18.24 -20.72    ;6.28      ;0.80      ;4.54     
1022;* eta Lup                          ;*  ;240.0305327325 -38.3967086792      ;  -16.96 -27.83    ;7.38      ;1.00      ;3.41     
1023;* tet Sco                          ;*  ;264.32970772 -42.99782799          ;     5.54 -3.12    ;10.86     ;1.4       ;1.85     
1024;* psi02 Lup                        ;SB*;235.6709252371 -34.7104060333      ;  -21.37 -29.98    ;8.97      ;3.9       ;4.721    
1025;* tet Lup                          ;*  ;241.6480999284000 -36.8022705296200;-18.145 -32.242    ;7.3685    ;15.2      ;4.201    
1026;* bet CrA                          ;*  ;287.5073158467 -39.3407956553      ;    4.37 -36.65    ;6.88      ;2.70      ;4.095    
1027;* del CrA                          ;PM*;287.0873737151800 -40.4966979801300; 47.391 -27.246    ;17.6582   ;21.24     ;4.571    
1028;* 60 Hya                           ;PM*;225.5268046805600 -28.0606130763700; 84.357 -33.336    ;8.627     ;8.00      ;5.824    
1029;* N Sco                            ;V* ;247.8455541762 -34.7043651722      ;  -12.05 -18.16    ;5.88      ;0.80      ;4.23     
1030;* mu.02 Sco                        ;V* ;253.0839388325 -38.0175349553      ;  -11.09 -23.32    ;6.88      ;1.30      ;3.542    
1031;* ups Sco                          ;*  ;262.6909880117 -37.2958134753      ;   -2.37 -30.09    ;5.66      ;8.00      ;2.70     
1032;* G Sco                            ;*  ;267.4645037403808 -37.0432763783039;  41.717 11.975    ;24.7340   ;24.70     ;3.21     
1033;* eta Sgr                          ;LP?;274.4068127158 -36.7616852008      ;-129.56 -166.26    ;22.35     ;0.20      ;3.11     
1034;* eps CrA                          ;EB*;284.6807613102200 -37.1073279812600;-131.234 -98.230   ;31.8084   ;57.90     ;4.83     
1035;* tet01 Sgr                        ;SB*;299.9340764046 -35.2763069253      ;    5.60 -25.81    ;6.29      ;0.9       ;4.37     
1036;* tau Lib                          ;SB*;234.6640395654 -29.7777487789      ;  -22.08 -24.46    ;8.89      ;3.2       ;3.642    
1037;* k Sco                            ;s*b;256.2056319036400 -34.1229282445500;   1.272 -2.049    ;0.9235    ;7.00      ;4.87     
1038;* ome Cap                          ;V* ;312.9553772391200 -26.9191348454600;  -9.016 -2.048    ;5.8975    ;9.10      ;4.12     
1039;* 36 Lib                           ;*  ;233.6554923999900 -28.0470202606200; 10.755 -32.180    ;9.3849    ;12.3      ;5.138    
1040;* c Sgr                            ;LP*;300.6645040250 -27.7098456267      ;    32.97 14.00    ;7.27      ;9.90      ;4.58     
1041;* psi Cap                          ;PM*;311.5238859437 -25.2708975431      ; -51.96 -156.56    ;68.13     ;25.60     ;4.122    
1042;* tau Sco                          ;*  ;248.9706368875 -28.2160170875      ;   -9.89 -22.83    ;6.88      ;2.0       ;2.81     
1043;* d Oph                            ;PM*;261.8386487937 -29.8670350697      ;  17.08 -138.02    ;29.23     ;38.00     ;4.269    
1044;* gam02 Sgr                        ;PM*;271.4520337450 -30.4240898494      ; -53.92 -180.90    ;33.67     ;22.00     ;2.99     
1045;* tau Sgr                          ;PM*;286.7350129713200 -27.6704156372200;-53.001 -253.304   ;28.3195   ;40.59     ;3.31     
1046;* zet Sgr                          ;** ;285.65304266 -29.88006330          ;    10.79 21.11    ;36.98     ;24.70     ;2.59     
1047;* 26 Oph                           ;** ;255.0397055514700 -24.9891393767700; 59.045 -48.265    ;29.4073   ;19.3      ;5.731    
1048;* 36 Oph A                         ;PM*;258.8365985355513 -26.6016992244297;-498.600 -1149.158 ;168.0031  ;0.44      ;5.08     
1049;* 36 Oph B                         ;PM*;258.8374326092300 -26.6028259569056;-465.861 -1141.168 ;168.1303  ;0.10      ;5.03     
1050;* phi Sgr                          ;PM*;281.4141087679 -26.9907762336      ;     50.61 1.22    ;13.63     ;21.5      ;3.140    
1051;* chi03 Sgr                        ;*  ;291.3735815685800 -23.9624536652900;-18.530 -12.145    ;6.3782    ;40.86     ;5.43     
1052;* 17 Cap                           ;*  ;311.5416167026300 -21.5140360222700; 22.220 -18.351    ;11.1349   ;18.00     ;5.902    
1053;* 41 Lib                           ;** ;234.7273224139600 -19.3018909962400; 86.629 -78.165    ;9.7785    ;47.1      ;5.359    
1054;* ome Oph                          ;a2*;248.0341659471 -21.4663922236      ;    21.12 35.26    ;19.34     ;2.50      ;4.45     
1055;* 1 Sgr                            ;*  ;272.9305531618200 -23.7012315984400;  9.905 -32.048    ;12.2588   ;5.71      ;4.98     
1056;* omi Sgr                          ;PM*;286.1707585001183 -21.7414959586756; 77.445 -58.460    ;23.8121   ;26.10     ;3.77     
1057;* zet04 Lib                        ;V* ;233.2300885648700 -16.8528447836500;-12.879 -11.282    ;4.3321    ;1.80      ;5.499    
1058;* 47 Lib                           ;Ro*;238.7515063492400 -19.3829318454500; -7.225 -15.377    ;3.8364    ;2.10      ;5.957    
1059;* nu. Sco                          ;** ;242.99889865 -19.46070448          ;   -7.65 -23.71    ;6.88      ;2.4       ;4.00     
1060;* 58 Oph                           ;PM*;265.8574737550 -21.6831938761      ;  -97.54 -44.56    ;56.65     ;10.16     ;4.861    
1061;* ksi01 Sgr                        ;*  ;284.3353203859600 -20.6563478707900;  -1.116 -6.066    ;1.4685    ;2.60      ;5.054    
1062;* d Sgr                            ;*  ;289.4086630645000 -18.9529062457000;-10.417 -10.913    ;6.7773    ;15.2      ;4.878    
1063;* f Sgr                            ;PM*;296.5905813057925 -19.7611146153444;-129.803 -90.543   ;15.1855   ;22.27     ;4.873    
1064;* tet Lib                          ;PM*;238.4564085983 -16.7292939514      ;  100.33 135.02    ;19.36     ;4.56      ;4.16     
1065;* rho01 Sgr                        ;dS*;290.4181642454 -17.8471991222      ;   -25.87 21.46    ;25.69     ;1.2       ;3.93     
1066;* ups Sgr                          ;Be*;290.4317608155338 -15.9550174239706;   0.778 -5.855    ;2.0869    ;8.9       ;4.61     
1067;* g Sgr                            ;PM*;299.4876227432799 -15.4914681523800;17.267 -110.707    ;15.4752   ;1.00      ;4.998    
1068;* ksi Cap                          ;Pe*;303.1077940437100 -12.6174975276000;193.111 -195.662   ;35.4185   ;27.30     ;5.85     
1069;* alf02 Cap                        ;PM*;304.5135664488 -12.5448523200      ;     62.63 2.66    ;30.82     ;0.70      ;3.58     
1070;* 37 Lib                           ;PM*;233.5445936839325 -10.0645327084700;307.347 -234.595   ;34.3608   ;48.892    ;4.62     
1071;* 20 Oph                           ;PM*;252.4584072981699 -10.7830651595800;104.147 -84.201    ;21.4451   ;1.56      ;4.632    
1072;* nu. Ser                          ;*  ;260.2069228979 -12.8468759075      ;     43.40 2.61    ;16.05     ;4.8       ;4.324    
1073;* 51 Aql                           ;*  ;297.6949325759000 -10.7635092944100; -32.904 32.353    ;36.4182   ;13.10     ;5.39     
1074;* 16 Sco                           ;*  ;243.0304831675400 -08.5475795940000;  44.530 -0.487    ;12.7258   ;5.00      ;5.424    
1075;* 18 Sco                           ;PM*;243.9052928148553 -08.3694394792861;232.230 -495.378   ;70.7371   ;11.764    ;5.50     
1076;* nu. Oph                          ;PM*;269.7566329704 -09.7736332922      ;  -9.48 -116.69    ;21.64     ;13.19     ;3.34     
1077;* alf Sct                          ;PM*;278.8017798215825 -08.2440705109586;-18.006 -313.989   ;17.6952   ;36.50     ;3.83     
1078;* 47 Oph                           ;SB*;261.6578372596 -05.0865972200      ;  -92.50 -43.29    ;33.25     ;0.4       ;4.54     
1079;* eta Ser                          ;PM*;275.3275023167 -02.8988268319      ;-547.75 -701.42    ;53.93     ;9.380     ;3.25     
1080;* c Ser                            ;*  ;277.4207478130700 -01.9853077971200; 29.108 -33.377    ;13.4909   ;28.08     ;5.369    
1081;* e Ser                            ;SB*;279.3998442538000 -00.3094750399600; 13.993 -20.922    ;6.0739    ;11.415    ;5.768    
1082;* 5 Aql A                          ;SB*;281.6191409423100 -00.9616924715700; 19.021 -21.713    ;10.8978   ;17.4      ;5.90     
1083;* 62 Aql                           ;RG*;301.0964616007000 -00.7093084957300;-3.441 -118.101    ;7.4356    ;0.2       ;5.68     
1084;* 6 Ser                            ;PM*;230.2583177984800 +00.7153361997500;-41.953 -103.817   ;13.0806   ;9.55      ;5.393    
1085;* 68 Oph                           ;** ;270.4383284904 +01.3050770906      ;   15.93 -13.29    ;11.15     ;6.00      ;4.429    
1086;* c Aql                            ;dS*;292.2541122511700 +01.9504491180900; -2.892 -32.443    ;16.5652   ;12.00     ;5.783    
1087;* 74 Oph                           ;*  ;275.2169319664700 +03.3771640821500;  -6.994 11.952    ;13.4418   ;4.35      ;4.856    
1088;* alf Ser                          ;PM*;236.0669763162 +06.4256286867      ;   133.84 44.81    ;44.10     ;2.63      ;2.630    
1089;* 62 Ser                           ;SB*;283.8644215495700 +06.6153010247500;  8.279 -87.939    ;11.7677   ;27.74     ;5.566    
1090;* 37 Oph                           ;*  ;258.1158512084000 +10.5851556899700;  5.442 -26.270    ;3.5584    ;22.20     ;5.340    
1091;* e Oph                            ;PM*;259.6541259486600 +10.8644753449600;  7.676 -97.830    ;6.3784    ;38.86     ;5.020    
1092;* 16 Ser                           ;SB*;234.1232245562300 +10.0101470531500;42.906 -123.903    ;14.3095   ;2.94      ;5.253    
1093;* h Her                            ;PM*;248.1512162563 +11.4880410922      ; -178.84 -79.27    ;9.29      ;2.92      ;4.85     
1094;* alf Oph                          ;** ;263.73362272 +12.56003739          ; 108.07 -221.57    ;67.13     ;11.70     ;2.07     
1095;* 28 Aql                           ;*  ;289.9139500625199 +12.3746793581700;   4.249 16.199    ;9.5836    ;3.10      ;5.518    
1096;* pi. Aql                          ;** ;297.1752402213 +11.8158937978      ;   16.16 -10.60    ;6.34      ;12.6      ;5.740    
1097;* chi Ser                          ;a2*;235.4475613981700 +12.8475260294000;  39.045 -2.923    ;14.7221   ;1.90      ;5.33     
1098;* 32 Oph                           ;PM*;255.7827962586399 +14.0919483316900; 25.226 -62.651    ;8.0197    ;43.15     ;4.98     
1099;* 10 Aql                           ;a2*;284.6955169463700 +13.9066504754700;  0.238 -47.108    ;13.3917   ;17.298    ;5.89     
1100;* 11 Aql                           ;PM*;284.7739115841500 +13.6222428715400;14.853 -124.527    ;20.9316   ;13.870    ;5.258    
1101;* 15 Del                           ;PM*;312.4073637672199 +12.5451274660500;  52.776 97.020    ;33.0028   ;4.613     ;5.991    
1102;* 18 Del                           ;PM*;314.6080563729100 +10.8392863526400;-49.921 -34.509    ;13.3021   ;4.35      ;5.506    
1103;* tau06 Ser                        ;*  ;235.2462518315900 +16.0245892276000; 21.853 -16.611    ;7.1383    ;3.96      ;5.991    
1104;* bet Ser                          ;PM*;236.5468931075 +15.4218321850      ;   65.38 -38.61    ;21.03     ;0.60      ;3.67     
1105;* gam Ser                          ;PM*;239.1132612283 +15.6616168056      ;310.93 -1282.19    ;88.86     ;6.523     ;3.84     
1106;* 54 Her                           ;PM*;253.8423650343600 +18.4332120451300;-113.970 11.482    ;9.0037    ;10.98     ;5.354    
1107;* del Del                          ;dS*;310.8647224304 +15.0745770283      ;  -20.44 -43.33    ;14.61     ;9.3       ;4.417    
1108;* 16 Del                           ;** ;313.9107076696700 +12.5685770643000;  39.558 27.772    ;16.4866   ;2.00      ;5.540    
1109;* s Her                            ;RG*;247.6397853320200 +20.4791873643100;-89.230 -65.160    ;4.7137    ;17.14     ;5.243    
1110;* 110 Her                          ;PM*;281.4155236636863 +20.5463091906289;-9.086 -335.655    ;51.6743   ;22.772    ;4.19     
1111;* 4 Vul                            ;PM*;291.3691778323800 +19.7983528275200; 87.690 -73.705    ;12.7495   ;0.95      ;5.16     
1112;* 9 Vul                            ;V* ;293.6454043779000 +19.7734006339200;   12.100 5.142    ;5.8317    ;5.00      ;5.00     
1113;* alf Sge                          ;*  ;295.0241305482700 +18.0138907281900; 15.076 -20.287    ;7.6353    ;1.667     ;4.38     
1114;* del Sge                          ;SB*;296.8469399888300 +18.5343135711800;    7.277 0.318    ;5.9674    ;2.5       ;3.82     
1115;* 15 Sge                           ;PM*;301.0259198680087 +17.0701879323336;-387.472 -419.497  ;56.2693   ;4.57      ;5.788    
1116;* 2 Vul                            ;Pu*;289.4318141273000 +23.0255393895300;   0.956 -6.636    ;1.8212    ;1.00      ;5.43     
1117;* 24 Vul                           ;*  ;304.1961927828100 +24.6711013260300; 15.128 -17.015    ;7.97      ;15.06     ;5.302    
1118;* ome Boo                          ;*  ;225.5271199828700 +25.0081387982800; -5.335 -49.180    ;8.5271    ;12.76     ;4.81     
1119;* alf CrB                          ;EB*;233.67195002 +26.71469278          ;  120.27 -89.58    ;43.46     ;1.7       ;2.24     
1120;* ups CrB                          ;V* ;244.1866129003799 +29.1502606225800; 23.672 -16.546    ;5.2987    ;0.80      ;5.779    
