C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.07CEST16:20:32

Vmag <  5.3 &
cat = '*' &
(pm <  0 | pm  > 0) &
plx != 0 &
radvel != 0
--------------------------------------------------------------------------

Number of objects : 1935

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
1133;* mu. Vir                          ;PM*;220.7650950908 -05.6582035311      ; 103.28 -318.63     ;54.73     ;5.10       ;3.88     
1134;* 56 Hya                           ;*  ;221.9366934131300 -26.0875005344500;  38.373 -9.133     ;10.1729   ;-0.86      ;5.229    
1135;* c01 Cen                          ;PM*;220.9143317458 -35.1736551806      ; -61.46 -176.84     ;15.57     ;-38.10     ;4.05     
1136;* c02 Cen                          ;*  ;221.2466734966199 -35.1918286960100;   9.311 -3.426     ;14.2784   ;-5.0       ;4.924    
1137;* ksi Boo A                        ;PM*;222.8474519414600 +19.1004499448400;127.468 -40.569     ;148.0695  ;1.49       ;4.675    
1138;* ksi Boo                          ;BY*;222.84741637 +19.10047205          ;  154.98 -66.43     ;148.98    ;1.59       ;4.593    
1139;* 11 Lib                           ;PM*;222.7544667521816 -02.2991502943900;89.935 -124.303     ;15.1361   ;83.571     ;4.94     
1140;* 16 Lib                           ;PM*;224.2958286897800 -04.3464586838200;-98.683 -153.908    ;36.3454   ;26.30      ;4.49     
1141;* alf01 Lib                        ;SB*;222.6715495023700 -15.9972104278200;-73.505 -67.871     ;41.7742   ;-23.47     ;5.16     
1142;* alf02 Lib                        ;SB*;222.71963789 -16.04177652          ; -105.68 -68.40     ;43.03     ;-10.0      ;2.75     
1143;* 12 Lib                           ;*  ;223.5838691013800 -24.6422042688100;-10.786 -28.376     ;8.1903    ;8.8        ;5.266    
1144;* E Hya                            ;PM*;222.5721178828400 -27.9603612310500;-238.580 -62.451    ;10.8024   ;-8.70      ;4.41     
1145;* phi01 Lup                        ;PM*;230.4515402746 -36.2613756858      ;  -92.33 -85.67     ;11.86     ;-29.40     ;3.546    
1146;* phi02 Lup                        ;*  ;230.7889585442 -36.8584866800      ;  -18.24 -20.72     ;6.28      ;0.80       ;4.54     
1147;* h Lup                            ;PM*;235.6596520914999 -37.4249392124600;-48.880 -17.284     ;12.1907   ;-14.41     ;5.240    
1148;* eta Lup                          ;*  ;240.0305327325 -38.3967086792      ;  -16.96 -27.83     ;7.38      ;1.00       ;3.41     
1149;* zet02 Sco                        ;PM*;253.6458542998620 -42.3613158363006;-126.721 -228.837   ;24.2353   ;-18.70     ;3.62     
1150;* zet01 Sco                        ;s*b;253.4988630478699 -42.3620298151300;  -0.094 -3.368     ;0.5855    ;-26.00     ;4.79     
1151;* eta Sco                          ;PM*;258.0383152213 -43.2391918128      ;  24.47 -288.55     ;44.39     ;-27.0      ;3.33     
1152;* tet Sco                          ;*  ;264.32970772 -42.99782799          ;     5.54 -3.12     ;10.86     ;1.4        ;1.85     
1153;* tet CrA                          ;*  ;278.3757740568200 -42.3125082397600; 32.046 -20.932     ;6.1673    ;-2.1       ;4.614    
1154;* zet CrA                          ;PM*;285.7786540846 -42.0951071711      ;   56.41 -46.43     ;16.89     ;-13.00     ;4.725    
1155;* alf Sgr                          ;PM*;290.9715617846 -40.6159362378      ;  30.49 -119.21     ;17.94     ;-0.70      ;3.943    
1156;* alf Mic                          ;*  ;312.4920043548399 -33.7797039940000; 15.057 -23.524     ;8.2508    ;-14.50     ;4.890    
1157;* psi01 Lup                        ;*  ;234.9415804483300 -34.4119207989900;  6.105 -11.251     ;14.7317   ;-21.90     ;4.661    
1158;* psi02 Lup                        ;SB*;235.6709252371 -34.7104060333      ;  -21.37 -29.98     ;8.97      ;3.9        ;4.721    
1159;* tet Lup                          ;*  ;241.6480999284000 -36.8022705296200;-18.145 -32.242     ;7.3685    ;15.2       ;4.201    
1160;* iot01 Sco                        ;s*y;266.8961713746 -40.1269970414      ;     0.01 -6.24     ;1.69      ;-27.6      ;2.992    
1161;* iot02 Sco                        ;*  ;267.5462991422900 -40.0904318207600;   2.686 -2.117     ;0.8148    ;-10.20     ;4.803    
1162;* mu. CrA                          ;*  ;281.9359072274700 -40.4061659494200; 23.690 -18.373     ;8.4545    ;-15.94     ;5.217    
1163;* bet CrA                          ;*  ;287.5073158467 -39.3407956553      ;    4.37 -36.65     ;6.88      ;2.70       ;4.095    
1164;* del CrA                          ;PM*;287.0873737151800 -40.4966979801300; 47.391 -27.246     ;17.6582   ;21.24      ;4.571    
1165;* f Lup                            ;V* ;229.4576586967 -30.1486712528      ;   -10.16 -3.66     ;10.01     ;-2.91      ;4.33     
1166;* i Lup                            ;*  ;228.6554993406000 -31.5191238446700;   -8.935 1.036     ;1.5243    ;-22.80     ;4.918    
1167;* chi Lup                          ;SB*;237.7397428671 -33.6271653669      ;   -5.10 -24.85     ;16.71     ;-16.30     ;3.946    
1168;* ksi01 Lup                        ;*  ;239.2228735004700 -33.9661147544600; 11.963 -37.940     ;15.023    ;-10.00     ;5.08     
1169;* N Sco                            ;V* ;247.8455541762 -34.7043651722      ;  -12.05 -18.16     ;5.88      ;0.80       ;4.23     
1170;* H Sco                            ;V* ;249.0936330012 -35.2553278567      ;    15.61 11.33     ;9.52      ;-2.10      ;4.156    
1171;* mu.02 Sco                        ;V* ;253.0839388325 -38.0175349553      ;  -11.09 -23.32     ;6.88      ;1.30       ;3.542    
1172;* mu.01 Sco                        ;EB*;252.9676181452900 -38.0473994640000;-10.451 -18.315     ;1.8732    ;-7.60      ;2.98     
1173;* ups Sco                          ;*  ;262.6909880117 -37.2958134753      ;   -2.37 -30.09     ;5.66      ;8.00       ;2.70     
1174;* Q Sco                            ;PM*;264.1368964314299 -38.6352477357100;-16.762 -218.275    ;20.6922   ;-48.70     ;4.267    
1175;* lam Sco                          ;bC*;263.40216718 -37.10382355          ;   -8.53 -30.80     ;5.71      ;-3.00      ;1.62     
1176;* kap Sco                          ;bC*;265.62198000 -39.02998308          ;   -6.05 -25.54     ;6.75      ;-14.00     ;2.386    
1177;* G Sco                            ;*  ;267.4645037403808 -37.0432763783039;  41.717 11.975     ;24.7340   ;24.70      ;3.21     
1178;* eta Sgr                          ;LP?;274.4068127158 -36.7616852008      ;-129.56 -166.26     ;22.35     ;0.20       ;3.11     
1179;* lam CrA                          ;PM*;280.9455916034000 -38.3234418961400;  0.637 -53.975     ;15.9521   ;-26.40     ;5.111    
1180;* eps CrA                          ;EB*;284.6807613102200 -37.1073279812600;-131.234 -98.230    ;31.8084   ;57.90      ;4.83     
1181;* gam CrA                          ;** ;286.60462559 -37.06344170          ;  96.74 -281.71     ;57.79     ;-51.60     ;4.21     
1182;* gam CrA A                        ;PM*;286.6050611831375 -37.0632756524867;45.737 -285.189     ;58.6956   ;-54.3      ;4.53     
1183;* alf CrA                          ;PM*;287.3680873946 -37.9044728350      ;   84.87 -95.99     ;26.02     ;-18.40     ;4.087    
1184;* tet01 Sgr                        ;SB*;299.9340764046 -35.2763069253      ;    5.60 -25.81     ;6.29      ;0.9        ;4.37     
1185;* tet02 Sgr                        ;PM*;299.9639876858500 -34.6977994914400;108.519 -69.521     ;20.5076   ;-17.60     ;5.299    
1186;* tau Lib                          ;SB*;234.6640395654 -29.7777487789      ;  -22.08 -24.46     ;8.89      ;3.2        ;3.642    
1187;* eps Sco                          ;PM*;252.5408783862 -34.2932315931      ;-614.85 -255.98     ;51.19     ;-2.50      ;2.29     
1188;* k Sco                            ;s*b;256.2056319036400 -34.1229282445500;   1.272 -2.049     ;0.9235    ;7.00       ;4.87     
1189;* eps Sgr                          ;PM*;276.04299335 -34.38461649          ; -39.42 -124.20     ;22.76     ;-15.00     ;1.81     
1190;* ome Cap                          ;V* ;312.9553772391200 -26.9191348454600;  -9.016 -2.048     ;5.8975    ;9.10       ;4.12     
1191;* sig Lib                          ;LP*;226.0175669854 -25.2819612878      ;  -71.16 -43.34     ;11.31     ;-3.90      ;3.21     
1192;* 36 Lib                           ;*  ;233.6554923999900 -28.0470202606200; 10.755 -32.180     ;9.3849    ;12.3       ;5.138    
1193;* ups Lib                          ;** ;234.2560424983 -28.1350812911      ;   -12.82 -4.15     ;14.58     ;-24.90     ;3.589    
1194;* rho Sco                          ;SB*;239.2211509963 -29.2140725514      ;  -15.68 -24.88     ;6.91      ;-0.4       ;3.86     
1195;* d Sco                            ;PM*;244.5745840233 -28.6140213300      ; -31.19 -100.92     ;24.22     ;-13.00     ;4.782    
1196;* c Sgr                            ;LP*;300.6645040250 -27.7098456267      ;    32.97 14.00     ;7.27      ;9.90       ;4.58     
1197;* psi Cap                          ;PM*;311.5238859437 -25.2708975431      ; -51.96 -156.56     ;68.13     ;25.60      ;4.122    
1198;* 42 Lib                           ;*  ;235.0704055109000 -23.8180836489300;-16.044 -16.111     ;8.2082    ;-21.8      ;4.96     
1199;* 2 Sco                            ;** ;238.40299500 -25.32714131          ;  -15.12 -25.18     ;6.49      ;-9.30      ;4.59     
1200;* b Sco                            ;*  ;237.7447685952999 -25.7512940769400;-14.053 -24.937     ;6.7811    ;-3.00      ;4.635    
1201;* pi. Sco                          ;EB*;239.7129718242 -26.1141079450      ;  -11.42 -26.83     ;5.57      ;-7.40      ;2.91     
1202;* alf Sco                          ;s*r;247.35191542 -26.43200261          ;  -12.11 -23.30     ;5.89      ;-3.50      ;0.91     
1203;* tau Sco                          ;*  ;248.9706368875 -28.2160170875      ;   -9.89 -22.83     ;6.88      ;2.0        ;2.81     
1204;* 43 Oph                           ;*  ;260.8399619944200 -28.1428335433900;  1.097 -30.511     ;6.1572    ;-11.95     ;5.288    
1205;* d Oph                            ;PM*;261.8386487937 -29.8670350697      ;  17.08 -138.02     ;29.23     ;38.00      ;4.269    
1206;* gam01 Sgr                        ;cC*;271.2551101482100 -29.5800895062100;   4.372 -4.588     ;2.365     ;-28.04     ;4.69     
1207;* gam02 Sgr                        ;PM*;271.4520337450 -30.4240898494      ; -53.92 -180.90     ;33.67     ;22.00      ;2.99     
1208;* del Sgr                          ;*  ;275.2485147600 -29.8281016442      ;   32.54 -25.57     ;9.38      ;-20.40     ;2.668    
1209;* tau Sgr                          ;PM*;286.7350129713200 -27.6704156372200;-53.001 -253.304    ;28.3195   ;40.59      ;3.31     
1210;* zet Sgr                          ;** ;285.65304266 -29.88006330          ;    10.79 21.11     ;36.98     ;24.70      ;2.59     
1211;* ome Sgr                          ;SB*;298.9598439582953 -26.2993592497402;   209.41 62.39     ;42.7159   ;-21.0      ;4.70     
1212;* 60 Sgr                           ;*  ;299.7383424243300 -26.1957624754100;  26.283 27.104     ;8.7932    ;-48.6      ;4.846    
1213;* b Sgr                            ;*  ;299.2367985292 -27.1699002600      ;   10.46 -15.52     ;3.92      ;-16.2      ;4.528    
1214;* iot Lib                          ;SB*;228.0553760596 -19.7917108933      ;  -35.40 -32.79     ;8.59      ;-11.6      ;4.54     
1215;* del Sco                          ;SB*;240.08335535 -22.62170643          ;  -10.21 -35.41     ;6.64      ;-6.00      ;2.32     
1216;* omi Sco                          ;V* ;245.1590861633 -24.1693191975      ;   -4.32 -14.15     ;3.71      ;-8.2       ;4.57     
1217;* sig Sco                          ;bC*;245.2971488058 -25.5927920767      ;  -10.60 -16.28     ;4.68      ;-0.4       ;2.89     
1218;* rho Oph                          ;** ;246.39632359 -23.44717083          ;   -5.53 -21.74     ;9.03      ;-11.40     ;4.63     
1219;* 36 Oph A                         ;PM*;258.8365985355513 -26.6016992244297;-498.600 -1149.158  ;168.0031  ;0.44       ;5.08     
1220;* 36 Oph B                         ;PM*;258.8374326092300 -26.6028259569056;-465.861 -1141.168  ;168.1303  ;0.10       ;5.03     
1221;V* X Sgr                           ;cC*;266.8900997876200 -27.8307877163600; -4.948 -10.553     ;2.8057    ;-10.10     ;4.54     
1222;* lam Sgr                          ;PM*;276.9926696604 -25.4216984969      ; -44.76 -185.66     ;41.72     ;-43.20     ;2.81     
1223;* phi Sgr                          ;PM*;281.4141087679 -26.9907762336      ;     50.61 1.22     ;13.63     ;21.5       ;3.140    
1224;* sig Sgr                          ;** ;283.81636041 -26.29672411          ;   15.14 -53.43     ;14.32     ;-11.2      ;2.067    
1225;* psi Sgr                          ;SB*;288.8851107329 -25.2566824594      ;   45.50 -31.08     ;10.93     ;-11.43     ;4.86     
1226;* chi01 Sgr                        ;** ;291.3187088679 -24.5085722003      ;   61.63 -50.66     ;12.95     ;-43.40     ;5.009    
1227;* h02 Sgr                          ;PM*;294.1768036896 -24.8836191097      ;   68.30 -21.51     ;17.20     ;-19.0      ;4.598    
1228;* kap Lib                          ;PM*;235.4866350847700 -19.6787929961400;-35.256 -111.519    ;10.7725   ;-4.50      ;4.72     
1229;* lam Lib                          ;SB*;238.3335579034300 -20.1670752788100;-12.977 -17.736     ;7.3884    ;-2.00      ;5.027    
1230;* ome02 Sco                        ;PM*;241.8513674096 -20.8687643981      ;   44.81 -45.42     ;11.22     ;-4.21      ;4.33     
1231;* ome Sco                          ;bC*;241.7017788379 -20.6691917319      ;   -8.98 -23.48     ;6.92      ;-4.40      ;3.97     
1232;* ome Oph                          ;a2*;248.0341659471 -21.4663922236      ;    21.12 35.26     ;19.34     ;2.50       ;4.45     
1233;* omi Oph A                        ;PM*;259.5028345792400 -24.2869022133800; -56.853 -8.074     ;11.3612   ;-28.97     ;5.11     
1234;* tet Oph                          ;bC*;260.5024139450 -24.9995463817      ;   -7.37 -23.94     ;7.48      ;-2.10      ;3.26     
1235;* b Oph                            ;PM*;261.5925728704 -24.1753108278      ;   0.10 -118.18     ;39.22     ;-37.20     ;4.153    
1236;* c Oph                            ;Be*;262.8539755583 -23.9626426644      ;    5.24 -25.72     ;8.04      ;-11.40     ;4.81     
1237;* 4 Sgr                            ;PM*;269.9481518982599 -23.8161147127400; -0.900 -51.149     ;7.9879    ;-18.00     ;4.724    
1238;* 1 Sgr                            ;*  ;272.9305531618200 -23.7012315984400;  9.905 -32.048     ;12.2588   ;5.71       ;4.98     
1239;* nu.01 Sgr                        ;*  ;283.5424086792800 -22.7448396158700;   3.919 -8.092     ;1.8387    ;-11.57     ;4.845    
1240;* nu.02 Sgr                        ;PM*;283.7797394256400 -22.6712837875800;104.663 -28.501     ;11.4104   ;-114.20    ;4.98     
1241;* omi Sgr                          ;PM*;286.1707585001183 -21.7414959586756; 77.445 -58.460     ;23.8121   ;26.10      ;3.77     
1242;* sig Cap                          ;*  ;304.8483511839700 -19.1185253837700;  5.034 -10.825     ;3.4448    ;-9.64      ;5.265    
1243;* ups Cap                          ;V* ;310.0122680572600 -18.1386574123900;-22.764 -22.170     ;5.1719    ;-12.30     ;5.10     
1244;* nu. Lib                          ;*  ;226.6566521304700 -16.2568186084100;-36.821 -23.247     ;5.1772    ;-15.69     ;5.20     
1245;* bet02 Sco                        ;SB*;241.3607025707000 -19.8019015069000;-18.472 -15.594     ;8.2368    ;-5.60      ;4.89     
1246;* bet01 Sco                        ;SB*;241.3592999275 -19.8054527828      ;    -5.2 -24.04     ;8.07      ;-1.0       ;2.62     
1247;* nu. Sco                          ;** ;242.99889865 -19.46070448          ;   -7.65 -23.71     ;6.88      ;2.4        ;4.00     
1248;* psi Oph                          ;PM*;246.0257693446 -20.0373273392      ;  -20.29 -47.65     ;16.35     ;-1.18      ;4.50     
1249;* chi Oph                          ;Be*;246.7559791217 -18.4562482733      ;   -5.41 -21.12     ;6.21      ;-19.00     ;4.43     
1250;* ksi Oph                          ;PM*;260.2515605047350 -21.1129363919308;265.543 -202.584    ;57.0820   ;-8.93      ;4.387    
1251;* 58 Oph                           ;PM*;265.8574737550 -21.6831938761      ;  -97.54 -44.56     ;56.65     ;10.16      ;4.861    
