 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
1647	* phi Vir                	** 	217.05057892 -02.22796054  	     ~	 5.497	 4.844	 4.8  	     ~	G2IV+K0V              
1648	* 72 Cyg                 	PM*	323.69401601 +38.53405692  	 6.99 	 5.99 	 4.91 	 4.09 	 3.55 	K1III                 
1649	* gam02 Sgr              	PM*	271.45203375 -30.42408985  	 4.77 	 4.00 	 2.99 	 2.26 	 1.75 	K1III                 
1650	* m Tau                  	** 	076.86252205 +18.64505042  	 5.79 	 5.65 	 5.00 	 4.5  	 4.2  	G4V                   
1651	* pi. Lup A              	*i*	226.27992 -47.05111        	 3.99 	 4.58 	 4.72 	     ~	     ~	B5V                   
1652	* lam Ara                	V* 	265.09927004 -49.41558375  	     ~	 5.17 	 4.77 	     ~	     ~	F4V                   
1653	V* ET Vir                	sr*	212.71035855 -16.30202967  	 8.76 	 6.63 	 4.91 	     ~	     ~	M1III                 
1654	* gam Cam                	*  	057.58962049 +71.33226347  	     ~	 4.677	 4.622	     ~	     ~	A2IVn                 
1655	* ksi Hya                	** 	173.25047940 -31.85762318  	 5.17 	 4.47 	 3.54 	 2.84 	 2.36 	G7III                 
1656	* 30 Psc                 	LP?	000.49008320 -06.01407096  	 7.88 	 6.04 	 4.41 	 2.85 	 1.44 	M2III                 
1657	* g Lup                  	PM*	235.29740413 -44.66120634  	     ~	 5.04 	 4.64 	     ~	     ~	F3/5V                 
1658	* eps Her                	SB*	255.07239075 +30.92640458  	 3.80 	 3.91 	 3.92 	 3.93 	 3.97 	A0V                   
1659	* tet Gru                	** 	346.71971026 -43.52035715  	     ~	 4.730	 4.332	     ~	     ~	kF3VhF5mF5(II-III)    
1660	HR 5943                  	*  	239.87610987 -41.74443607  	     ~	 5.964	 4.991	     ~	     ~	K0II/III              
1661	* s Car                  	V* 	156.96970319 -58.73940296  	     ~	 4.110	 3.828	     ~	     ~	F2II                  
1662	[SC96] Mis 1358          	UV 	276.3500 -20.5500          	     ~	     ~	 4.81 	     ~	     ~	K1/K2II/IIIv...       
1663	* mu. UMa                	SB*	155.58224902 +41.49951920  	 6.53 	 4.64 	 3.05 	 1.76 	 0.80 	M0III                 
1664	* 1 Lac                  	V* 	333.99240304 +37.74873293  	 7.24 	 5.61 	 4.15 	 3.15 	 2.43 	K3II-III              
1665	* 83 UMa                 	sr*	205.18447230 +54.68163587  	 8.25 	 6.29 	 4.66 	 3.26 	 2.14 	M2III                 
1666	* gam Psc                	PM*	349.29140621 +03.28228833  	 5.20 	 4.62 	 3.70 	 2.98 	 2.47 	G8IV                  
1667	* eta Cas                	RS*	012.27621124 +57.81518773  	 4.04 	 4.02 	 3.44 	 2.94 	 2.58 	G3V                   
1668	* tau CMa                	bL*	109.67702675 -24.95437258  	 3.26 	 4.25 	 4.40 	 4.44 	 4.62 	O9II                  
1669	* 38 Lyn                 	** 	139.71101600 +36.80259252  	     ~	 3.88 	 3.82 	 6.0  	 3.81 	A1V                   
1670	* kap Her A              	*  	242.01885336 +17.04697638  	     ~	 5.927	 4.994	     ~	     ~	G7III                 
1671	* sig Sgr                	*  	283.81636041 -26.29672411  	 1.06 	 1.925	 2.058	     ~	     ~	B2V                   
1672	* kap Vir                	V* 	213.22393910 -10.27370388  	 7.00 	 5.53 	 4.21 	 3.14 	 2.39 	K2/3III               
1673	* eps Cas                	Be*	028.59885697 +63.67010079  	 2.61 	 3.22 	 3.37 	 3.40 	 3.52 	B3Vp_sh               
1674	* alf Vul                	PM*	292.17637482 +24.66490346  	 7.77 	 5.95 	 4.45 	 3.24 	 2.27 	M0III                 
1675	* tau09 Eri              	a2*	059.98118254 -24.01621661  	 4.11 	 4.52 	 4.66 	 4.64 	 4.77 	ApSi                  
1676	* lam Her                	V* 	262.68462592 +26.11064481  	 7.53 	 5.85 	 4.41 	 3.37 	 2.62 	K3III_Ba0.1           
1677	IDS 15050-4822 AB        	** 	227.9883 -48.7397          	     ~	 3.67 	 3.71 	     ~	     ~	B9                    
1678	* 15 Dra                 	*  	246.99589369 +68.76813869  	 4.84 	 4.917	 4.959	     ~	     ~	A0III                 
1679	* sig Per                	V* 	052.64368937 +47.99521689  	 7.25 	 5.71 	 4.36 	     ~	     ~	K3III                 
1680	* 60 Sgr A               	*  	299.73833006 -26.19576513  	     ~	 5.733	 4.851	     ~	     ~	G8II/III              
1681	* tet Ara                	*  	271.65779704 -50.09147571  	 2.73 	 3.58 	 3.66 	     ~	     ~	B2Ib                  
1682	HR 4205                  	*iC	161.02881454 -63.96107040  	 4.03 	 4.659	 4.786	     ~	     ~	B3/5Vn                
1683	* c Per                  	Be*	062.16538400 +47.71251193  	 3.45 	 4.00 	 4.03 	 3.91 	 3.93 	B3Ve                  
1684	* mu. Phe                	*  	010.33146789 -46.08500510  	 6.28 	 5.56 	 4.59 	 3.84 	 3.32 	G8III                 
1685	* bet CMa                	bC*	095.67493897 -17.95591871  	 0.77 	 1.73 	 1.97 	 2.11 	 2.35 	B1II-III              
1686	* ups Car A              	*i*	146.774933 -65.071969      	     ~	 3.23 	 2.96 	     ~	     ~	A8Ib                  
1687	GES J12382626-6038053    	*  	189.6094915 -60.6348171    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1688	* pi. Cet                	SB*	041.03062200 -13.85869806  	 3.66 	 4.123	 4.235	     ~	     ~	B7IV                  
1689	* chi Peg                	V* 	003.65068546 +20.20670014  	 8.280	 6.380	 4.800	 3.45 	 2.32 	M2III                 
1690	* alf Cet                	LP?	045.56988780 +04.08973877  	 6.10 	 4.17 	 2.53 	 1.18 	 0.02 	M1.5IIIa              
1691	NGC 104                  	GlC	006.022329 -72.081444      	     ~	 5.78 	 4.09 	     ~	     ~	~                     
1692	* gam Lyr                	*  	284.73592673 +32.68955564  	 3.140	 3.200	 3.250	 3.27 	 3.28 	B9III                 
1693	* kap Col                	V* 	094.13806300 -35.14051751  	 6.20 	 5.37 	 4.37 	 3.64 	 3.13 	G8II                  
1694	BD-21 1135A              	*  	080.112133 -21.239739      	     ~	 4.68 	 4.73 	     ~	     ~	~                     
1695	* iot Phe                	a2*	353.76901737 -42.61507525  	 4.86 	 4.79 	 4.71 	 4.59 	 4.52 	ApSrCrEu              
1696	* tet Car                	SB*	160.73917486 -64.39445022  	 1.53 	 2.54 	 2.76 	 2.87 	 3.10 	B0Vp                  
1697	* iot Eri                	*  	040.16681253 -39.85537615  	     ~	 5.119	 4.124	     ~	     ~	K0III                 
1698	* 104 Aqr                	*  	355.44085877 -17.81653084  	 6.14 	 5.65 	 4.83 	 4.22 	 3.80 	G2Ib/II               
1699	GES J12390856-6047163    	*  	189.7857048 -60.7878231    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1700	* bet Hyi                	V* 	006.43779316 -77.25424612  	 3.52 	 3.41 	 2.79 	 2.28 	 1.94 	G0V                   
1701	HR 2209                  	*  	094.71156793 +69.31978640  	     ~	 4.783	 4.762	     ~	     ~	A0Vn                  
1702	* 23 Com                 	*  	188.71283575 +22.62925841  	     ~	 4.792	 4.786	     ~	     ~	A0IV                  
1703	HR 7064                  	*  	281.51866625 +26.66212892  	 7.26 	 6.04 	 4.84 	 3.96 	 3.35 	K3III                 
1704	* bet Cha                	V* 	184.58676912 -79.31224194  	 3.59 	 4.120	 4.235	     ~	     ~	B4V                   
1705	* pi. And                	SB*	009.22020523 +33.71934400  	 3.65 	 4.20 	 4.36 	 4.40 	 4.52 	B5V                   
1706	* 48 Cas                 	SB*	030.48937644 +70.90702507  	 4.76 	 4.70 	 4.54 	 4.36 	 4.28 	A3Va                  
1707	* p Pup                  	*  	113.84539026 -28.36932596  	 4.13 	 4.52 	 4.63 	     ~	     ~	B7V                   
1708	* phi Gem                	PM*	118.37422460 +26.76578479  	     ~	 5.077	 4.977	     ~	     ~	A5IV                  
1709	HD 162214                	No*	267.555008 -06.707911      	     ~	12.29 	 4.30 	     ~	     ~	OB+M2ep               
1710	* bet Pic                	*  	086.82119870 -51.06651143  	 4.13 	 4.03 	 3.86 	 3.74 	 3.58 	A6V                   
1711	* del Gem                	SB*	110.03074909 +21.98231603  	 3.91 	 3.87 	 3.53 	 3.17 	 2.98 	A8V+K6V               
1712	* alf Com A              	PM*	197.497021 +17.529406      	     ~	 5.34 	 4.85 	     ~	     ~	F5V                   
1713	* chi UMa                	PM*	176.51255864 +47.77940629  	 6.06 	 4.90 	 3.72 	 2.84 	 2.24 	K0.5IIIb:             
1714	* sig Her                	** 	248.52576390 +42.43704042  	     ~	 4.177	 4.196	 6.02 	     ~	B9V                   
1715	HR 4499                  	*  	175.22347622 -62.09010045  	 6.79 	 6.00 	 4.92 	     ~	     ~	G3Ib                  
1716	* 15 Lac                 	*  	343.00847610 +43.31241562  	     ~	 6.552	 4.957	     ~	     ~	M0III                 
1717	* ups Lib                	*  	234.25604250 -28.13508129  	     ~	 5.017	 3.609	     ~	     ~	K3III                 
1718	* gam Ori                	V* 	081.28276356 +06.34970326  	 0.54 	 1.42 	 1.64 	 1.73 	 1.95 	B2V                   
1719	* 5 Lac                  	s*r	337.38259377 +47.70688687  	 7.15 	 6.05 	 4.37 	 2.98 	 1.91 	K9Ia+B2V              
1720	* rho Cyg                	V* 	323.49522077 +45.59183830  	 5.47 	 4.91 	 4.02 	 3.31 	 2.81 	G5III                 
1721	* ups Gem                	V* 	113.98062377 +26.89574308  	 7.54 	 5.60 	 4.06 	 2.82 	 1.91 	M0III                 
1722	* h Car                  	*  	143.61104507 -59.22975195  	 3.58 	 4.09 	 4.09 	 4.00 	 4.01 	B5II                  
1723	* del Phe                	PM*	022.81293646 -49.07270301  	     ~	 4.94 	 3.949	     ~	     ~	G9III                 
1724	* gam Vir B              	*  	190.415887 -01.449342      	     ~	 3.85 	 3.484	     ~	     ~	F0IV                  
1725	* alf Mus                	** 	189.29590787 -69.13556479  	 1.62 	 2.505	 2.677	     ~	     ~	B2IV                  
1726	* 14 Ari                 	*  	032.35554961 +25.93988855  	     ~	 5.302	 4.983	     ~	     ~	F2III                 
1727	* 4 Sgr                  	*  	269.94814616 -23.81613545  	     ~	 4.709	 4.731	     ~	     ~	A0                    
1728	NGC 2264                 	OpC	100.2417 +09.8950          	     ~	     ~	 3.9  	     ~	     ~	~                     
1729	* ksi Aur                	*  	088.71158677 +55.70694678  	     ~	 5.019	 4.968	     ~	     ~	A2V                   
1730	* k Car                  	*  	140.23672004 -62.40463342  	     ~	 5.727	 4.804	     ~	     ~	G6III                 
1731	* eta Hya                	bC*	130.80614580 +03.39866297  	 3.380	 4.100	 4.300	 4.37 	 4.56 	B3V                   
1732	* alf Cam                	s*b	073.51254332 +66.34267680  	 3.47 	 4.34 	 4.29 	 4.18 	 4.18 	O9Ia                  
1733	* c Ori                  	Y*O	083.84651779 -04.83835781  	 3.46 	 4.40 	 4.59 	 4.67 	 4.85 	B1V                   
1734	* eta Cru                	SB*	181.72041250 -64.61372899  	     ~	 4.462	 4.145	     ~	     ~	F2V                   
1735	* nu. Pav                	SB*	277.84343786 -62.27830148  	 4.14 	 4.53 	 4.64 	     ~	     ~	B7III                 
1736	CCDM J10556+2445AB       	** 	163.90331908 +24.74971730  	     ~	 4.34 	 4.32 	     ~	     ~	A1                    
1737	* nu. Hya                	PM*	162.40620311 -16.19364888  	 5.62 	 4.35 	 3.11 	 2.17 	 1.53 	K0/1III               
1738	* eps Psc                	** 	015.73586927 +07.89013487  	 5.95 	 5.24 	 4.28 	 3.50 	 2.98 	G9IIIb_Fe-2           
1739	* omi Vir                	PM*	181.30225203 +08.73298605  	 5.75 	 5.11 	 4.12 	 3.38 	 2.89 	G8IIIa                
1740	* 42 Peg                 	*  	340.365550 +10.831289      	 3.10 	 3.33 	 3.41 	 3.43 	 3.50 	B8V                   
1741	* tet Lup                	*  	241.64810522 -36.80229591  	 3.36 	 4.037	 4.205	     ~	     ~	B2.5Vn                
1742	* 109 Vir                	V* 	221.56218900 +01.89288458  	 3.69 	 3.72 	 3.73 	 3.66 	 3.68 	A0IIInn               
1743	* 10 LMi                 	RS*	143.55575823 +36.39756016  	     ~	 5.47 	 4.60 	     ~	     ~	G8III                 
1744	* tau CrB                	** 	242.24292297 +36.49093723  	 6.64 	 5.77 	 4.76 	 4.01 	 3.47 	K1III-IV              
1745	* 39 Cru                 	Be*	190.48570127 -59.68581972  	 4.55 	 4.91 	 4.94 	     ~	     ~	B5III                 
1746	* kap Cen                	V* 	224.79035391 -42.10419636  	 2.15 	 2.93 	 3.13 	     ~	     ~	B2IV                  
1747	* kap Dra                	Be*	188.37059686 +69.78823584  	 3.18 	 3.75 	 3.89 	 3.84 	 3.92 	B6IIIe                
1748	* iot CrB                	SB*	240.36068701 +29.85106232  	     ~	 4.925	 4.975	     ~	     ~	A0p...                
1749	* ups UMa                	dS*	147.74732084 +59.03873572  	 4.19 	 4.10 	 3.81 	 3.47 	 3.31 	F2IV                  
1750	* zet Vir                	PM*	203.673937 -00.595939      	 3.58 	 3.50 	 3.38 	 3.31 	 3.25 	A2Van                 
1751	* eps Mon                	** 	095.94208 +04.59283        	     ~	 4.51 	 4.30 	     ~	     ~	A7IV+F4V              
1752	* pi.02 UMa              	*  	130.05340694 +64.32793611  	 6.94 	 5.78 	 4.61 	 3.72 	 3.09 	K1III                 
1753	GES J12391734-6047080    	*  	189.8222893 -60.7855436    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1754	Cl Trumpler 16           	OpC	161.2917 -59.7167          	     ~	 5.35 	 5.0  	     ~	     ~	~                     
1755	* psi Vel A              	*  	142.674871 -40.466714      	     ~	 4.25 	 3.91 	     ~	     ~	~                     
1756	* ksi02 Cen              	SB*	196.72766415 -49.90624509  	 3.29 	 4.08 	 4.27 	     ~	     ~	B3V                   
1757	V* AR Cas                	Al*	352.50808109 +58.54892001  	 4.18 	 4.763	 4.882	     ~	     ~	B4.2IVv+...           
1758	* bet LMi                	SB*	156.97083167 +36.70721002  	 5.76 	 5.11 	 4.21 	 3.52 	 3.06 	G9IIIb                
1759	ADS 2843 AB              	** 	058.5313 +31.8822          	     ~	 2.96 	 2.83 	     ~	     ~	B1                    
1760	* gam Pav                	V* 	321.61085348 -65.36619847  	 4.57 	 4.70 	 4.22 	 3.75 	 3.45 	F9VFe-1.4CH-0.7       
1761	IDS 15554-5730 ABC       	** 	240.8833 -57.7739          	     ~	 4.9  	 4.6  	     ~	     ~	A5                    
1762	* chi01 Hya              	*  	166.33294857 -27.29360991  	     ~	 5.30 	 4.94 	     ~	     ~	F3IV/V                
1763	* b01 Car                	bC*	134.24340690 -59.22933945  	 3.97 	 4.726	 4.893	     ~	     ~	B2V                   
1764	* zet Gem                	cC*	106.02721162 +20.57029829  	 5.20 	 4.58 	 3.79 	     ~	 3.082	G1Ib                  
1765	* omi Her                	Be*	271.88562802 +28.76249107  	 3.74 	 3.821	 3.837	     ~	     ~	B9.5III               
1766	* omi UMa                	V* 	127.56612767 +60.71816987  	 4.79 	 4.27 	 3.42 	 2.76 	 2.31 	G5III                 
1767	* bet And                	PM*	017.43301617 +35.62055765  	 5.58 	 3.62 	 2.05 	 0.81 	-0.19 	M0III                 
1768	* 132 Tau                	** 	087.25402491 +24.56753388  	     ~	 5.902	 4.894	     ~	     ~	G8III-IV              
1769	* A Pup                  	Ce*	107.21278443 -39.65565499  	 3.96 	 4.65 	 4.83 	 4.90 	 5.05 	B3IV/V                
1770	HR 5241                  	*  	209.41201638 -63.68669701  	     ~	 5.812	 4.710	     ~	     ~	K0III                 
1771	* omi02 Ori              	*  	074.09281715 +13.51447033  	 6.31 	 5.21 	 4.06 	 3.18 	 2.55 	K2IIIb                
1772	* tau Boo                	** 	206.81559750 +17.45690422  	 5.02 	 4.98 	 4.49 	 4.09 	 3.85 	F6IV+M2               
1773	* rho Cap                	** 	307.21506035 -17.81368591  	     ~	 5.137	 4.803	 4.9  	     ~	F2V                   
1774	* gam Vir                	** 	190.41518098 -01.44937282  	 3.07 	 3.10 	 2.74 	 2.45 	 2.26 	F0IV+F0IV             
1775	* gam02 Nor              	*  	244.96009277 -50.15550618  	 6.27 	 5.10 	 4.02 	 3.24 	 2.66 	K0III                 
1776	* zet Tel                	PM*	277.20774917 -49.07058673  	     ~	 5.15 	 4.13 	     ~	     ~	K1III-IV              
1777	* tau Psc                	*  	017.91515195 +30.08963635  	     ~	 5.619	 4.523	     ~	     ~	K0.5IIIb              
1778	* del Tuc A              	** 	336.833196 -64.966358      	     ~	 4.477	 4.498	 6.29 	     ~	B9Vn                  
1779	* c02 Sco                	SB*	243.07585374 -27.92637382  	 3.66 	 4.421	 4.567	     ~	     ~	B2V                   
1780	* pi.02 Ori              	*  	072.65301243 +08.90018037  	 4.39 	 4.36 	 4.35 	 4.29 	 4.29 	A1Vn                  
1781	* bet Crv                	V* 	188.59681183 -23.39676040  	 4.17 	 3.52 	 2.64 	 2.03 	 1.59 	G5II                  
1782	* nu. Sco                	SB*	242.99889865 -19.46070448  	 3.42 	 4.05 	 4.00 	 3.90 	 3.87 	B2V                   
1783	* alf Ari                	V* 	031.79335710 +23.46241755  	 4.29 	 3.17 	 2.01 	 1.15 	 0.54 	K1IIIb                
1784	* bet Lyr                	bL*	282.51998020 +33.36266944  	 2.85 	 3.42 	 3.42 	 3.31 	 3.29 	B8.5Ib-II             
1785	* omi Peg                	*  	340.43920671 +29.30763661  	 4.77 	 4.78 	 4.79 	 4.75 	 4.77 	A1IV                  
1786	HR 7739                  	Be*	303.81623093 +25.59195970  	     ~	 4.592	 4.759	     ~	     ~	B3V                   
1787	* omi Ser                	dS*	265.35363693 -12.87530795  	     ~	 4.331	 4.244	     ~	     ~	A2Va                  
1788	* 24 CVn                 	PM*	203.61358035 +49.01597404  	     ~	 4.82 	 4.70 	     ~	     ~	A4V                   
1789	* 47 Tau A               	*  	063.484937 +09.263811      	     ~	 5.84 	 4.95 	     ~	     ~	~                     
1790	* gam UMi                	dS*	230.18215017 +71.83401655  	     ~	 3.085	 3.027	     ~	     ~	A2III                 
1791	* alf Sgr                	*  	290.97156179 -40.61593624  	 3.54 	 3.867	 3.950	     ~	     ~	B8V                   
1792	* lam Psc                	PM*	355.51169216 +01.78004123  	 4.79 	 4.72 	 4.51 	 4.33 	 4.23 	A7V                   
1793	* tau08 Eri              	SB*	058.42792927 -24.61223080  	     ~	 4.506	 4.625	     ~	     ~	B6V                   
1794	* psi01 Ori              	Be*	081.18677766 +01.84644553  	 3.83 	 4.76 	 4.96 	 5.04 	 5.26 	B1Vn                  
1795	* ups02 Cas              	Pe*	014.16627086 +59.18105531  	     ~	 5.576	 4.632	     ~	     ~	G8IIIb                
1796	* eps Mus                	sr*	184.39282150 -67.96073574  	 7.27 	 5.60 	 4.02 	 2.12 	 0.36 	M4III                 
1797	* mu. Boo                	** 	231.12261815 +37.37715493  	     ~	 4.598	 4.307	 4.1  	 4.0  	F0IV                  
1798	* pi.06 Ori              	V* 	074.63709208 +01.71401616  	     ~	 5.883	 4.474	     ~	     ~	K0/1III               
